订单编码,订单日期,客户编码,所在区域,所在省份,所在地市,商品编号,订购数量,订购单价,金额,商品名称,商品小类,商品大类,销售单价,订单年份,订单月份,订单季度,订单星期,是否周末,单价差异,折扣率,区域编码,订单总金额
D31640,2025-08-05,S10576,东区,浙江省,舟山市,X070,2236,242.0,541112.0,商品70,防晒霜,护肤品,242.0,2025,8,3,1,0,0.0,1.0,3.0,828421.0
D23541,2025-07-19,S17622,南区,江西省,南昌市,X065,1368,140.0,191520.0,商品65,隔离霜,护肤品,140.0,2025,7,3,5,1,0.0,1.0,2.0,570209.0
D29338,2025-07-07,S22553,东区,上海市,上海市,X039,523,108.0,56484.0,商品39,面霜,护肤品,108.0,2025,7,3,0,0,0.0,1.0,3.0,328765.0
D24711,2025-07-15,S13643,南区,福建省,南平市,X031,420,86.0,36120.0,商品31,面霜,护肤品,86.0,2025,7,3,1,0,0.0,1.0,2.0,529584.0
D29620,2025-09-11,S19779,北区,辽宁省,沈阳市,X080,1205,72.0,86760.0,商品80,口红,彩妆,72.0,2025,9,3,3,0,0.0,1.0,1.0,555216.0
D28498,2025-09-18,S14947,南区,广东省,深圳市,X045,1676,205.0,343580.0,商品45,洁面乳,护肤品,205.0,2025,9,3,3,0,0.0,1.0,2.0,343580.0
D24267,2025-06-17,S18936,东区,浙江省,宁波市,X007,1579,213.0,336327.0,商品7,面膜,护肤品,213.0,2025,6,2,1,0,0.0,1.0,3.0,1230074.0
D28404,2025-07-15,S22161,东区,湖北省,武汉市,X049,691,226.0,156166.0,商品49,爽肤水,护肤品,226.0,2025,7,3,1,0,0.0,1.0,3.0,924751.0
D21730,2025-06-23,S13571,北区,天津市,天津市,X003,808,168.0,135744.0,商品3,面膜,护肤品,168.0,2025,6,2,0,0,0.0,1.0,1.0,778953.0
D28800,2025-07-10,S16106,北区,山东省,青岛市,X008,1139,119.0,135541.0,商品8,面膜,护肤品,119.0,2025,7,3,3,0,0.0,1.0,1.0,860439.0
D23043,2025-06-09,S20293,东区,江苏省,南京市,X051,513,203.0,104139.0,商品51,爽肤水,护肤品,203.0,2025,6,2,0,0,0.0,1.0,3.0,461145.0
D28725,2025-05-03,S16478,东区,上海市,上海市,X011,1348,226.0,304648.0,商品11,面膜,护肤品,226.0,2025,5,2,5,1,0.0,1.0,3.0,874180.0
D32869,2025-01-31,S15275,北区,河北省,张家口市,X013,983,164.0,161212.0,商品13,面膜,护肤品,164.0,2025,1,1,4,0,0.0,1.0,1.0,524300.0
D25182,2025-05-24,S17021,东区,上海市,上海市,X008,1182,119.0,140658.0,商品8,面膜,护肤品,119.0,2025,5,2,5,1,0.0,1.0,3.0,595129.0
D27116,2025-09-14,S10860,南区,福建省,泉州市,X038,1096,102.0,111792.0,商品38,面霜,护肤品,102.0,2025,9,3,6,1,0.0,1.0,2.0,479043.0
D28215,2025-04-10,S11581,东区,江苏省,南京市,X064,533,150.0,79950.0,商品64,隔离霜,护肤品,150.0,2025,4,2,3,0,0.0,1.0,3.0,713537.0
D24819,2025-01-15,S11366,南区,江西省,赣州市,X008,872,119.0,103768.0,商品8,面膜,护肤品,119.0,2025,1,1,2,0,0.0,1.0,2.0,550678.0
D29009,2025-01-21,S12103,东区,江苏省,扬州市,X054,657,83.0,54531.0,商品54,爽肤水,护肤品,83.0,2025,1,1,1,0,0.0,1.0,3.0,482269.0
D22373,2025-08-04,S21656,南区,广东省,中山市,X068,1467,225.0,330075.0,商品68,防晒霜,护肤品,225.0,2025,8,3,0,0,0.0,1.0,2.0,449243.0
D33431,2025-04-06,S22680,北区,河北省,沧州市,X030,748,237.0,177276.0,商品30,面霜,护肤品,237.0,2025,4,2,6,1,0.0,1.0,1.0,435446.0
D29471,2025-08-05,S20837,南区,福建省,泉州市,X064,983,150.0,147450.0,商品64,隔离霜,护肤品,150.0,2025,8,3,1,0,0.0,1.0,2.0,371661.0
D33812,2025-07-09,S22287,南区,广东省,阳江市,X091,1110,214.0,237540.0,商品91,粉底,彩妆,214.0,2025,7,3,2,0,0.0,1.0,2.0,237540.0
D26319,2025-05-20,S12374,东区,浙江省,温州市,X051,260,203.0,52780.0,商品51,爽肤水,护肤品,203.0,2025,5,2,1,0,0.0,1.0,3.0,573482.0
D32601,2025-05-09,S16669,东区,上海市,上海市,X022,996,158.0,157368.0,商品22,眼霜,护肤品,158.0,2025,5,2,4,0,0.0,1.0,3.0,241437.0
D29072,2025-08-05,S17325,西区,四川省,德阳市,X023,1357,235.0,318895.0,商品23,眼霜,护肤品,235.0,2025,8,3,1,0,0.0,1.0,4.0,897954.0
D31744,2025-08-08,S10859,东区,江苏省,南通市,X080,1396,72.0,100512.0,商品80,口红,彩妆,72.0,2025,8,3,4,0,0.0,1.0,3.0,352183.0
D32820,2025-09-13,S16709,南区,福建省,泉州市,X034,1300,182.0,236600.0,商品34,面霜,护肤品,182.0,2025,9,3,5,1,0.0,1.0,2.0,657438.0
D28814,2025-04-01,S20784,西区,陕西省,西安市,X001,1101,121.0,133221.0,商品1,面膜,护肤品,121.0,2025,4,2,1,0,0.0,1.0,4.0,267201.0
D21199,2025-05-02,S11581,东区,江苏省,南京市,X001,1118,121.0,135278.0,商品1,面膜,护肤品,121.0,2025,5,2,4,0,0.0,1.0,3.0,735485.0
D22250,2025-05-07,S15944,西区,四川省,达州市,X013,1781,164.0,292084.0,商品13,面膜,护肤品,164.0,2025,5,2,2,0,0.0,1.0,4.0,443576.0
D26084,2025-05-01,S16292,北区,山西省,运城市,X051,698,203.0,141694.0,商品51,爽肤水,护肤品,203.0,2025,5,2,3,0,0.0,1.0,1.0,150064.0
D22139,2025-08-24,S11385,西区,宁夏回族自治区,石嘴山市,X100,1446,80.0,115680.0,商品100,眼影,彩妆,80.0,2025,8,3,6,1,0.0,1.0,4.0,568652.0
D29803,2025-07-06,S20891,东区,浙江省,台州市,X082,116,118.0,13688.0,商品82,口红,彩妆,118.0,2025,7,3,6,1,0.0,1.0,3.0,112490.0
D32149,2025-09-05,S19577,北区,山东省,青岛市,X051,2195,203.0,445585.0,商品51,爽肤水,护肤品,203.0,2025,9,3,4,0,0.0,1.0,1.0,860325.0
D22059,2025-01-29,S17953,北区,河北省,秦皇岛市,X078,1830,116.0,212280.0,商品78,口红,彩妆,116.0,2025,1,1,2,0,0.0,1.0,1.0,659511.0
D26276,2025-05-29,S15966,南区,福建省,厦门市,X026,758,101.0,76558.0,商品26,面霜,护肤品,101.0,2025,5,2,3,0,0.0,1.0,2.0,1008756.0
D32321,2025-04-17,S13058,南区,湖南省,长沙市,X040,934,142.0,132628.0,商品40,面霜,护肤品,142.0,2025,4,2,3,0,0.0,1.0,2.0,293008.0
D25164,2025-07-13,S15155,西区,贵州省,黔南州,X047,1611,192.0,309312.0,商品47,爽肤水,护肤品,192.0,2025,7,3,6,1,0.0,1.0,4.0,729101.0
D25325,2025-08-24,S15310,南区,福建省,泉州市,X067,392,212.0,83104.0,商品67,隔离霜,护肤品,212.0,2025,8,3,6,1,0.0,1.0,2.0,481726.0
D23600,2025-05-15,S10226,南区,广东省,深圳市,X078,774,116.0,89784.0,商品78,口红,彩妆,116.0,2025,5,2,3,0,0.0,1.0,2.0,497854.0
D23120,2025-06-30,S13627,南区,广西壮族自治区,北海市,X065,53,140.0,7420.0,商品65,隔离霜,护肤品,140.0,2025,6,2,0,0,0.0,1.0,2.0,27022.0
D25902,2025-04-19,S10594,东区,浙江省,杭州市,X037,681,195.0,132795.0,商品37,面霜,护肤品,195.0,2025,4,2,5,1,0.0,1.0,3.0,503457.0
D33768,2025-09-30,S18398,东区,浙江省,金华市,X050,1741,143.0,248963.0,商品50,爽肤水,护肤品,143.0,2025,9,3,1,0,0.0,1.0,3.0,379231.0
D29901,2025-05-15,S17936,西区,陕西省,宝鸡市,X027,252,164.0,41328.0,商品27,面霜,护肤品,164.0,2025,5,2,3,0,0.0,1.0,4.0,667955.0
D31267,2025-05-15,S11333,西区,重庆市,重庆市,X007,1197,213.0,254961.0,商品7,面膜,护肤品,213.0,2025,5,2,3,0,0.0,1.0,4.0,966234.0
D31324,2025-07-07,S20667,北区,山东省,青岛市,X038,564,102.0,57528.0,商品38,面霜,护肤品,102.0,2025,7,3,0,0,0.0,1.0,1.0,169062.0
D28054,2025-05-01,S14775,南区,广东省,深圳市,X046,486,241.0,117126.0,商品46,洁面乳,护肤品,241.0,2025,5,2,3,0,0.0,1.0,2.0,569226.0
D33052,2025-06-25,S10286,南区,福建省,莆田市,X004,865,211.0,182515.0,商品4,面膜,护肤品,211.0,2025,6,2,2,0,0.0,1.0,2.0,531604.0
D21916,2025-06-18,S18552,东区,江苏省,苏州市,X017,723,213.0,153999.0,商品17,眼霜,护肤品,213.0,2025,6,2,2,0,0.0,1.0,3.0,457456.0
D25943,2025-09-23,S10996,东区,浙江省,宁波市,X088,249,125.0,31125.0,商品88,粉底,彩妆,125.0,2025,9,3,1,0,0.0,1.0,3.0,972120.0
D23720,2025-08-28,S11104,北区,辽宁省,抚顺市,X007,1089,213.0,231957.0,商品7,面膜,护肤品,213.0,2025,8,3,3,0,0.0,1.0,1.0,990633.0
D23421,2025-06-15,S22510,东区,安徽省,阜阳市,X011,994,226.0,224644.0,商品11,面膜,护肤品,226.0,2025,6,2,6,1,0.0,1.0,3.0,1053677.0
D30213,2025-01-30,S12592,东区,浙江省,杭州市,X018,295,212.0,62540.0,商品18,眼霜,护肤品,212.0,2025,1,1,3,0,0.0,1.0,3.0,331147.0
D21717,2025-05-09,S14495,西区,宁夏回族自治区,石嘴山市,X041,50,212.0,10600.0,商品41,洁面乳,护肤品,212.0,2025,5,2,4,0,0.0,1.0,4.0,986330.0
D22897,2025-07-01,S13642,西区,甘肃省,平凉市,X022,554,158.0,87532.0,商品22,眼霜,护肤品,158.0,2025,7,3,1,0,0.0,1.0,4.0,269780.0
D27007,2025-06-14,S11671,北区,吉林省,长春市,X091,757,214.0,161998.0,商品91,粉底,彩妆,214.0,2025,6,2,5,1,0.0,1.0,1.0,230577.0
D24665,2025-05-15,S19514,北区,山西省,长治市,X022,1190,158.0,188020.0,商品22,眼霜,护肤品,158.0,2025,5,2,3,0,0.0,1.0,1.0,481622.0
D26344,2025-04-20,S22442,东区,江苏省,南通市,X065,1676,140.0,234640.0,商品65,隔离霜,护肤品,140.0,2025,4,2,6,1,0.0,1.0,3.0,343936.0
D27470,2025-09-17,S19344,北区,内蒙古自治区,包头市,X021,895,59.0,52805.0,商品21,眼霜,护肤品,59.0,2025,9,3,2,0,0.0,1.0,1.0,687530.0
D25242,2025-04-29,S16286,东区,江苏省,南通市,X072,586,62.0,36332.0,商品72,防晒霜,护肤品,62.0,2025,4,2,1,0,0.0,1.0,3.0,402513.0
D25407,2025-05-15,S14322,南区,广东省,深圳市,X047,614,192.0,117888.0,商品47,爽肤水,护肤品,192.0,2025,5,2,3,0,0.0,1.0,2.0,571773.0
D23579,2025-08-02,S20784,西区,陕西省,西安市,X005,534,185.0,98790.0,商品5,面膜,护肤品,185.0,2025,8,3,5,1,0.0,1.0,4.0,410318.0
D26815,2025-08-12,S15125,北区,辽宁省,抚顺市,X062,1362,239.0,325518.0,商品62,隔离霜,护肤品,239.0,2025,8,3,1,0,0.0,1.0,1.0,701719.0
D24548,2025-06-04,S15187,北区,北京市,北京市,X022,1355,158.0,214090.0,商品22,眼霜,护肤品,158.0,2025,6,2,2,0,0.0,1.0,1.0,1006682.0
D33298,2025-04-28,S15104,东区,上海市,上海市,X038,356,102.0,36312.0,商品38,面霜,护肤品,102.0,2025,4,2,0,0,0.0,1.0,3.0,302358.0
D22577,2025-02-12,S10451,东区,江苏省,泰州市,X025,2345,102.0,239190.0,商品25,眼霜,护肤品,102.0,2025,2,1,2,0,0.0,1.0,3.0,854618.0
D33658,2025-07-29,S15649,南区,湖南省,衡阳市,X036,1075,99.0,106425.0,商品36,面霜,护肤品,99.0,2025,7,3,1,0,0.0,1.0,2.0,411871.0
D23809,2025-04-20,S18710,西区,贵州省,安顺市,X034,696,182.0,126672.0,商品34,面霜,护肤品,182.0,2025,4,2,6,1,0.0,1.0,4.0,558842.0
D21493,2025-06-12,S14593,东区,江苏省,泰州市,X044,1388,174.0,241512.0,商品44,洁面乳,护肤品,174.0,2025,6,2,3,0,0.0,1.0,3.0,1156356.0
D33288,2025-01-07,S13492,北区,北京市,北京市,X023,763,235.0,179305.0,商品23,眼霜,护肤品,235.0,2025,1,1,1,0,0.0,1.0,1.0,510614.0
D25290,2025-09-11,S18003,南区,福建省,泉州市,X011,792,226.0,178992.0,商品11,面膜,护肤品,226.0,2025,9,3,3,0,0.0,1.0,2.0,775360.0
D28188,2025-07-05,S22258,西区,四川省,乐山市,X004,544,211.0,114784.0,商品4,面膜,护肤品,211.0,2025,7,3,5,1,0.0,1.0,4.0,343232.0
D32120,2025-01-16,S21595,西区,四川省,自贡市,X023,973,235.0,228655.0,商品23,眼霜,护肤品,235.0,2025,1,1,3,0,0.0,1.0,4.0,343783.0
D25488,2025-02-26,S12848,西区,云南省,昆明市,X010,1085,58.0,62930.0,商品10,面膜,护肤品,58.0,2025,2,1,2,0,0.0,1.0,4.0,1100499.0
D34090,2025-02-23,S20947,东区,上海市,上海市,X080,636,72.0,45792.0,商品80,口红,彩妆,72.0,2025,2,1,6,1,0.0,1.0,3.0,215094.0
D28797,2025-09-03,S21714,东区,安徽省,宿州市,X019,613,210.0,128730.0,商品19,眼霜,护肤品,210.0,2025,9,3,2,0,0.0,1.0,3.0,600906.0
D26177,2025-09-17,S20433,南区,海南省,海南省直辖,X088,722,125.0,90250.0,商品88,粉底,彩妆,125.0,2025,9,3,2,0,0.0,1.0,2.0,1028618.0
D24333,2025-06-19,S23256,南区,福建省,福州市,X016,811,99.0,80289.0,商品16,面膜,护肤品,99.0,2025,6,2,3,0,0.0,1.0,2.0,1412029.0
D28389,2025-01-31,S13287,西区,重庆市,重庆市,X044,916,174.0,159384.0,商品44,洁面乳,护肤品,174.0,2025,1,1,4,0,0.0,1.0,4.0,490564.0
D23241,2025-09-19,S15275,北区,河北省,张家口市,X062,663,239.0,158457.0,商品62,隔离霜,护肤品,239.0,2025,9,3,4,0,0.0,1.0,1.0,369801.0
D23627,2025-05-25,S11401,南区,湖南省,怀化市,X069,535,251.0,134285.0,商品69,防晒霜,护肤品,251.0,2025,5,2,6,1,0.0,1.0,2.0,263014.0
D22576,2025-01-21,S21059,东区,江苏省,泰州市,X017,1067,213.0,227271.0,商品17,眼霜,护肤品,213.0,2025,1,1,1,0,0.0,1.0,3.0,642469.0
D32057,2025-07-05,S12236,北区,山东省,枣庄市,X036,1121,99.0,110979.0,商品36,面霜,护肤品,99.0,2025,7,3,5,1,0.0,1.0,1.0,405665.0
D32987,2025-01-06,S18702,南区,广东省,珠海市,X077,282,247.0,69654.0,商品77,口红,彩妆,247.0,2025,1,1,0,0,0.0,1.0,2.0,259564.0
D28751,2025-01-24,S18776,西区,四川省,成都市,X022,1008,158.0,159264.0,商品22,眼霜,护肤品,158.0,2025,1,1,4,0,0.0,1.0,4.0,229934.0
D22094,2025-04-18,S20581,南区,广东省,肇庆市,X030,1625,237.0,385125.0,商品30,面霜,护肤品,237.0,2025,4,2,4,0,0.0,1.0,2.0,563370.0
D21307,2025-04-19,S10226,南区,广东省,深圳市,X056,166,233.0,38678.0,商品56,爽肤水,护肤品,233.0,2025,4,2,5,1,0.0,1.0,2.0,836388.0
D33412,2025-07-01,S20643,北区,河北省,廊坊市,X054,696,83.0,57768.0,商品54,爽肤水,护肤品,83.0,2025,7,3,1,0,0.0,1.0,1.0,172968.0
D30753,2025-04-03,S19641,北区,河北省,衡水市,X076,1501,115.0,172615.0,商品76,防晒霜,护肤品,115.0,2025,4,2,3,0,0.0,1.0,1.0,257920.0
D28813,2025-09-30,S19980,南区,江西省,九江市,X088,474,125.0,59250.0,商品88,粉底,彩妆,125.0,2025,9,3,1,0,0.0,1.0,2.0,632630.0
D21994,2025-04-18,S23256,南区,福建省,福州市,X067,840,212.0,178080.0,商品67,隔离霜,护肤品,212.0,2025,4,2,4,0,0.0,1.0,2.0,1037073.0
D31623,2025-08-28,S13102,西区,云南省,丽江市,X064,763,150.0,114450.0,商品64,隔离霜,护肤品,150.0,2025,8,3,3,0,0.0,1.0,4.0,359684.0
D31481,2025-05-21,S22391,东区,浙江省,台州市,X035,489,76.0,37164.0,商品35,面霜,护肤品,76.0,2025,5,2,2,0,0.0,1.0,3.0,234648.0
D25056,2025-07-12,S17651,南区,广东省,佛山市,X045,1726,205.0,353830.0,商品45,洁面乳,护肤品,205.0,2025,7,3,5,1,0.0,1.0,2.0,984896.0
D32950,2025-07-03,S19117,南区,江西省,南昌市,X055,644,222.0,142968.0,商品55,爽肤水,护肤品,222.0,2025,7,3,3,0,0.0,1.0,2.0,353763.0
D29460,2025-08-09,S19840,西区,云南省,德宏傣族景颇族自治州,X079,987,128.0,126336.0,商品79,口红,彩妆,128.0,2025,8,3,5,1,0.0,1.0,4.0,981161.0
D32435,2025-02-16,S15604,东区,浙江省,衢州市,X003,1550,168.0,260400.0,商品3,面膜,护肤品,168.0,2025,2,1,6,1,0.0,1.0,3.0,741714.0
D26460,2025-01-31,S15155,西区,贵州省,黔南州,X078,245,116.0,28420.0,商品78,口红,彩妆,116.0,2025,1,1,4,0,0.0,1.0,4.0,874007.0
D24071,2025-09-10,S11671,北区,吉林省,长春市,X024,1141,235.0,268135.0,商品24,眼霜,护肤品,235.0,2025,9,3,2,0,0.0,1.0,1.0,1238263.0
D26162,2025-09-29,S10106,西区,甘肃省,平凉市,X071,286,253.0,72358.0,商品71,防晒霜,护肤品,253.0,2025,9,3,0,0,0.0,1.0,4.0,415759.0
D25239,2025-07-31,S19980,南区,江西省,九江市,X021,1911,59.0,112749.0,商品21,眼霜,护肤品,59.0,2025,7,3,3,0,0.0,1.0,2.0,237085.0
D28749,2025-06-06,S15591,南区,广东省,佛山市,X057,582,245.0,142590.0,商品57,爽肤水,护肤品,245.0,2025,6,2,4,0,0.0,1.0,2.0,216892.0
D23395,2025-07-22,S21374,南区,广西壮族自治区,柳州市,X010,871,58.0,50518.0,商品10,面膜,护肤品,58.0,2025,7,3,1,0,0.0,1.0,2.0,248411.0
D23693,2025-09-13,S22173,北区,河北省,廊坊市,X041,207,212.0,43884.0,商品41,洁面乳,护肤品,212.0,2025,9,3,5,1,0.0,1.0,1.0,983666.0
D26996,2025-04-15,S21701,南区,广西壮族自治区,百色市,X027,1655,164.0,271420.0,商品27,面霜,护肤品,164.0,2025,4,2,1,0,0.0,1.0,2.0,596558.0
D27509,2025-06-28,S10973,南区,福建省,龙岩市,X019,550,210.0,115500.0,商品19,眼霜,护肤品,210.0,2025,6,2,5,1,0.0,1.0,2.0,794638.0
D30769,2025-07-20,S22845,南区,广东省,广州市,X007,1510,213.0,321630.0,商品7,面膜,护肤品,213.0,2025,7,3,6,1,0.0,1.0,2.0,366612.0
D26022,2025-06-25,S15085,南区,广东省,深圳市,X080,1320,72.0,95040.0,商品80,口红,彩妆,72.0,2025,6,2,2,0,0.0,1.0,2.0,378186.0
D30730,2025-09-26,S13716,东区,江苏省,淮安市,X050,1453,143.0,207779.0,商品50,爽肤水,护肤品,143.0,2025,9,3,4,0,0.0,1.0,3.0,403545.0
D30229,2025-05-29,S14357,西区,四川省,攀枝花市,X016,919,99.0,90981.0,商品16,面膜,护肤品,99.0,2025,5,2,3,0,0.0,1.0,4.0,159925.0
D27689,2025-07-14,S21395,北区,河北省,邯郸市,X049,1725,226.0,389850.0,商品49,爽肤水,护肤品,226.0,2025,7,3,0,0,0.0,1.0,1.0,910621.0
D21682,2025-07-29,S21365,南区,湖南省,永州市,X061,909,203.0,184527.0,商品61,隔离霜,护肤品,203.0,2025,7,3,1,0,0.0,1.0,2.0,926535.0
D22033,2025-02-27,S14783,东区,江苏省,苏州市,X078,1357,116.0,157412.0,商品78,口红,彩妆,116.0,2025,2,1,3,0,0.0,1.0,3.0,824678.0
D24539,2025-05-11,S11063,东区,江苏省,无锡市,X040,1188,142.0,168696.0,商品40,面霜,护肤品,142.0,2025,5,2,6,1,0.0,1.0,3.0,711967.0
D22322,2025-05-26,S18911,东区,浙江省,台州市,X071,549,253.0,138897.0,商品71,防晒霜,护肤品,253.0,2025,5,2,0,0,0.0,1.0,3.0,439656.0
D21894,2025-09-08,S20055,北区,内蒙古自治区,呼伦贝尔市,X013,900,164.0,147600.0,商品13,面膜,护肤品,164.0,2025,9,3,0,0,0.0,1.0,1.0,147600.0
D27329,2025-01-14,S11622,东区,安徽省,淮北市,X074,606,87.0,52722.0,商品74,防晒霜,护肤品,87.0,2025,1,1,1,0,0.0,1.0,3.0,689769.0
D27804,2025-02-15,S21827,东区,浙江省,宁波市,X022,438,158.0,69204.0,商品22,眼霜,护肤品,158.0,2025,2,1,5,1,0.0,1.0,3.0,858880.0
D28715,2025-05-22,S16924,南区,广东省,汕头市,X070,802,242.0,194084.0,商品70,防晒霜,护肤品,242.0,2025,5,2,3,0,0.0,1.0,2.0,609440.0
D26568,2025-05-14,S21701,南区,广西壮族自治区,百色市,X041,387,212.0,82044.0,商品41,洁面乳,护肤品,212.0,2025,5,2,2,0,0.0,1.0,2.0,222876.0
D29294,2025-02-08,S13839,东区,江苏省,常州市,X036,872,99.0,86328.0,商品36,面霜,护肤品,99.0,2025,2,1,5,1,0.0,1.0,3.0,773390.0
D32629,2025-06-05,S17973,西区,重庆市,重庆市,X086,128,92.0,11776.0,商品86,口红,彩妆,92.0,2025,6,2,3,0,0.0,1.0,4.0,313718.0
D21924,2025-07-09,S18429,北区,山西省,长治市,X078,917,116.0,106372.0,商品78,口红,彩妆,116.0,2025,7,3,2,0,0.0,1.0,1.0,372435.0
D23731,2025-07-20,S17720,东区,湖北省,黄冈市,X056,419,233.0,97627.0,商品56,爽肤水,护肤品,233.0,2025,7,3,6,1,0.0,1.0,3.0,336183.0
D33251,2025-07-16,S12256,东区,浙江省,金华市,X080,1009,72.0,72648.0,商品80,口红,彩妆,72.0,2025,7,3,2,0,0.0,1.0,3.0,489340.0
D25089,2025-07-17,S15251,东区,江苏省,泰州市,X001,1448,121.0,175208.0,商品1,面膜,护肤品,121.0,2025,7,3,3,0,0.0,1.0,3.0,835234.0
D33595,2025-08-04,S15466,北区,山西省,临汾市,X015,1622,151.0,244922.0,商品15,面膜,护肤品,151.0,2025,8,3,0,0,0.0,1.0,1.0,338260.0
D25428,2025-07-17,S19980,南区,江西省,九江市,X034,1152,182.0,209664.0,商品34,面霜,护肤品,182.0,2025,7,3,3,0,0.0,1.0,2.0,1347638.0
D22445,2025-01-28,S20083,东区,安徽省,宿州市,X056,820,233.0,191060.0,商品56,爽肤水,护肤品,233.0,2025,1,1,1,0,0.0,1.0,3.0,628957.0
D29534,2025-08-13,S10141,东区,江苏省,苏州市,X020,1096,100.0,109600.0,商品20,眼霜,护肤品,100.0,2025,8,3,2,0,0.0,1.0,3.0,573539.0
D29996,2025-07-23,S19738,东区,江苏省,徐州市,X067,994,212.0,210728.0,商品67,隔离霜,护肤品,212.0,2025,7,3,2,0,0.0,1.0,3.0,755012.0
D23219,2025-05-08,S10427,东区,安徽省,合肥市,X037,1025,195.0,199875.0,商品37,面霜,护肤品,195.0,2025,5,2,3,0,0.0,1.0,3.0,1370329.0
D32429,2025-05-16,S17751,北区,河南省,许昌市,X056,1929,233.0,449457.0,商品56,爽肤水,护肤品,233.0,2025,5,2,4,0,0.0,1.0,1.0,653790.0
D26356,2025-05-23,S16804,西区,四川省,资阳市,X018,747,212.0,158364.0,商品18,眼霜,护肤品,212.0,2025,5,2,4,0,0.0,1.0,4.0,482729.0
D22555,2025-07-06,S14892,西区,四川省,广安市,X037,891,195.0,173745.0,商品37,面霜,护肤品,195.0,2025,7,3,6,1,0.0,1.0,4.0,887270.0
D25505,2025-06-17,S12763,东区,湖北省,襄阳市,X087,1105,86.0,95030.0,商品87,口红,彩妆,86.0,2025,6,2,1,0,0.0,1.0,3.0,314794.0
D23205,2025-05-27,S14308,东区,安徽省,池州市,X004,1588,211.0,335068.0,商品4,面膜,护肤品,211.0,2025,5,2,1,0,0.0,1.0,3.0,656173.0
D31657,2025-07-25,S17985,北区,山东省,淄博市,X025,484,102.0,49368.0,商品25,眼霜,护肤品,102.0,2025,7,3,4,0,0.0,1.0,1.0,323764.0
D30583,2025-01-11,S15014,西区,重庆市,重庆市,X018,909,212.0,192708.0,商品18,眼霜,护肤品,212.0,2025,1,1,5,1,0.0,1.0,4.0,588958.0
D34394,2025-04-08,S14412,南区,广西壮族自治区,玉林市,X011,1105,226.0,249730.0,商品11,面膜,护肤品,226.0,2025,4,2,1,0,0.0,1.0,2.0,249730.0
D25753,2025-09-03,S22714,西区,云南省,楚雄彝族自治州,X061,142,203.0,28826.0,商品61,隔离霜,护肤品,203.0,2025,9,3,2,0,0.0,1.0,4.0,509338.0
D34112,2025-08-20,S14838,东区,上海市,上海市,X043,1367,186.0,254262.0,商品43,洁面乳,护肤品,186.0,2025,8,3,2,0,0.0,1.0,3.0,376712.0
D30829,2025-04-05,S14953,东区,江苏省,南京市,X014,1644,86.0,141384.0,商品14,面膜,护肤品,86.0,2025,4,2,5,1,0.0,1.0,3.0,340284.0
D28390,2025-04-09,S10286,南区,福建省,莆田市,X067,585,212.0,124020.0,商品67,隔离霜,护肤品,212.0,2025,4,2,2,0,0.0,1.0,2.0,124020.0
D34108,2025-06-20,S11386,南区,广东省,东莞市,X022,1114,158.0,176012.0,商品22,眼霜,护肤品,158.0,2025,6,2,4,0,0.0,1.0,2.0,176012.0
D28082,2025-07-01,S10594,东区,浙江省,杭州市,X067,1313,212.0,278356.0,商品67,隔离霜,护肤品,212.0,2025,7,3,1,0,0.0,1.0,3.0,459031.0
D27370,2025-02-03,S17455,北区,河北省,石家庄市,X026,458,101.0,46258.0,商品26,面霜,护肤品,101.0,2025,2,1,0,0,0.0,1.0,1.0,486871.0
D26563,2025-01-08,S14854,东区,浙江省,嘉兴市,X065,598,140.0,83720.0,商品65,隔离霜,护肤品,140.0,2025,1,1,2,0,0.0,1.0,3.0,780587.0
D32563,2025-07-11,S10786,南区,广东省,清远市,X092,813,67.0,54471.0,商品92,粉底,彩妆,67.0,2025,7,3,4,0,0.0,1.0,2.0,127841.0
D31632,2025-06-03,S16915,北区,河北省,廊坊市,X071,2161,253.0,546733.0,商品71,防晒霜,护肤品,253.0,2025,6,2,1,0,0.0,1.0,1.0,892107.0
D26708,2025-09-27,S18164,北区,河南省,南阳市,X030,713,237.0,168981.0,商品30,面霜,护肤品,237.0,2025,9,3,5,1,0.0,1.0,1.0,593995.0
D26407,2025-04-08,S14106,东区,江苏省,常州市,X069,53,251.0,13303.0,商品69,防晒霜,护肤品,251.0,2025,4,2,1,0,0.0,1.0,3.0,669207.0
D29377,2025-09-26,S19304,北区,黑龙江省,大庆市,X001,323,121.0,39083.0,商品1,面膜,护肤品,121.0,2025,9,3,4,0,0.0,1.0,1.0,250431.0
D23615,2025-09-22,S16672,北区,河北省,承德市,X055,1289,222.0,286158.0,商品55,爽肤水,护肤品,222.0,2025,9,3,0,0,0.0,1.0,1.0,708409.0
D33269,2025-01-29,S19580,南区,福建省,厦门市,X002,1292,141.0,182172.0,商品2,面膜,护肤品,141.0,2025,1,1,2,0,0.0,1.0,2.0,453866.0
D29613,2025-04-23,S20121,西区,重庆市,重庆市,X062,787,239.0,188093.0,商品62,隔离霜,护肤品,239.0,2025,4,2,2,0,0.0,1.0,4.0,701305.0
D29232,2025-01-28,S21157,西区,陕西省,汉中市,X046,482,241.0,116162.0,商品46,洁面乳,护肤品,241.0,2025,1,1,1,0,0.0,1.0,4.0,583048.0
